date,platform,campaign_name,impressions,clicks,spend,conversions,conversion_value
2026-01-26,TikTok Ads,Trend_Jacker,30827,656,1279.77,52,2920.81
2026-01-26,TikTok Ads,Creator_Partnership,13517,114,57.58,8,503.64
2026-01-26,TikTok Ads,Spark_Ads,32103,615,322.25,6,422.53
2026-01-26,TikTok Ads,In_Feed_Ads,19304,279,447.53,21,486.45
2026-01-27,Google Ads,Brand_Search,30244,1068,1875.11,80,5720.07
2026-01-27,Google Ads,Competitor_Search,35169,288,234.04,11,878.19
2026-01-27,Google Ads,Display_Retargeting,25882,959,1559.68,70,4449.55
2026-01-27,Google Ads,YouTube_Awareness,9261,379,337.03,30,1894.44
2026-01-27,Meta Ads,Lookalike_1%,31264,954,1701.12,56,1332.73
2026-01-27,Meta Ads,Interest_Targeting,25904,521,737.45,19,1124.14
2026-01-27,Meta Ads,Retargeting,20728,156,115.1,4,107.91
2026-01-27,Meta Ads,Broad_Audience,7226,90,52.28,4,291.27
2026-01-27,TikTok Ads,Trend_Jacker,44981,327,879.48,8,431.83
2026-01-27,TikTok Ads,Creator_Partnership,31953,658,770.48,35,1601.04
2026-01-27,TikTok Ads,Spark_Ads,26017,853,837.91,10,918.46
2026-01-27,TikTok Ads,In_Feed_Ads,15789,382,741.81,14,1011.07
2026-01-28,Google Ads,Brand_Search,17286,845,1921.74,18,1189.45
2026-01-28,Google Ads,Competitor_Search,29540,772,759.4,49,4648.95
2026-01-28,Google Ads,Display_Retargeting,46052,445,236.55,35,2876.08
2026-01-28,Google Ads,YouTube_Awareness,19250,249,551.53,12,607.76
2026-01-28,Meta Ads,Lookalike_1%,8737,381,475.84,21,677.49
2026-01-28,Meta Ads,Interest_Targeting,34079,435,1044.02,31,2361.96
2026-01-28,Meta Ads,Retargeting,22712,906,752.63,77,2413.14
2026-01-28,Meta Ads,Broad_Audience,49858,2261,1492.63,118,8032.24
2026-01-28,TikTok Ads,Trend_Jacker,23611,905,933.18,51,1088.48
2026-01-28,TikTok Ads,Creator_Partnership,13881,491,1216.25,5,486.25
2026-01-28,TikTok Ads,Spark_Ads,38168,339,844.22,9,235.21
2026-01-28,TikTok Ads,In_Feed_Ads,27069,1053,2018.14,88,4347.62
2026-01-29,Google Ads,Brand_Search,20563,528,1149.77,24,1870.86
2026-01-29,Google Ads,Competitor_Search,35160,1179,732.95,21,1297.23
2026-01-29,Google Ads,Display_Retargeting,24069,500,1260.9,8,528.31
2026-01-29,Google Ads,YouTube_Awareness,42278,1351,718.88,21,1723.22
2026-01-29,Meta Ads,Lookalike_1%,12511,258,266.1,23,779.86
2026-01-29,Meta Ads,Interest_Targeting,21372,548,858.05,6,174.25
2026-01-29,Meta Ads,Retargeting,24912,866,1525.56,34,1577.68
2026-01-29,Meta Ads,Broad_Audience,13363,106,316.13,9,628.65
2026-01-29,TikTok Ads,Trend_Jacker,34091,262,156.91,16,689.93
2026-01-29,TikTok Ads,Creator_Partnership,30721,1395,1226.56,139,8693.35
2026-01-29,TikTok Ads,Spark_Ads,49928,456,1108.06,28,2447.41
2026-01-29,TikTok Ads,In_Feed_Ads,37137,1589,4456.01,122,4386.63
2026-01-30,Google Ads,Brand_Search,46049,739,1856.3,46,1314.02
2026-01-30,Google Ads,Competitor_Search,6777,95,169.37,6,409.95
2026-01-30,Google Ads,Display_Retargeting,45111,689,1238.29,23,2242.6
2026-01-30,Google Ads,YouTube_Awareness,43597,1941,1421.99,108,8753.05
2026-01-30,Meta Ads,Lookalike_1%,35955,1671,1581.95,19,1271.55
2026-01-30,Meta Ads,Interest_Targeting,44051,1071,1095.6,68,3888.98
2026-01-30,Meta Ads,Retargeting,18781,628,1617.09,52,2521.66
2026-01-30,Meta Ads,Broad_Audience,22225,661,1320.82,15,602.96
2026-01-30,TikTok Ads,Trend_Jacker,26003,1297,2513.42,73,7175.01
2026-01-30,TikTok Ads,Creator_Partnership,13578,538,1147.87,22,2030.74
2026-01-30,TikTok Ads,Spark_Ads,48154,887,1969.93,29,1156.46
2026-01-30,TikTok Ads,In_Feed_Ads,45300,1612,4474.85,143,13767.9
2026-01-31,Google Ads,Brand_Search,10643,333,275.27,10,931.09
2026-01-31,Google Ads,Competitor_Search,11205,237,397.31,21,1131.2
2026-01-31,Google Ads,Display_Retargeting,20519,445,1202.64,37,1601.89
2026-01-31,Google Ads,YouTube_Awareness,41516,1946,4784.41,39,3662.43
2026-01-31,Meta Ads,Lookalike_1%,27155,1099,571.87,29,1379.97
2026-01-31,Meta Ads,Interest_Targeting,17169,816,1055.18,25,1028.26
2026-01-31,Meta Ads,Retargeting,42949,1967,5368.22,167,12031.69
2026-01-31,Meta Ads,Broad_Audience,27697,751,875.63,62,5849.56
2026-01-31,TikTok Ads,Trend_Jacker,30637,1273,1716.79,79,7148.85
2026-01-31,TikTok Ads,Creator_Partnership,25854,971,1970.23,76,4326.39
2026-01-31,TikTok Ads,Spark_Ads,30968,887,2083.31,79,5164.4
2026-01-31,TikTok Ads,In_Feed_Ads,15594,457,956.83,28,2199.59
2026-02-01,Google Ads,Brand_Search,34910,1626,1619.4,67,1968.73
2026-02-01,Google Ads,Competitor_Search,11163,187,439.26,12,300.57
2026-02-01,Google Ads,Display_Retargeting,13881,570,670.05,35,1580.55
2026-02-01,Google Ads,YouTube_Awareness,38530,1644,2287.66,87,3211.48
2026-02-01,Meta Ads,Lookalike_1%,26339,180,395.68,11,898.18
2026-02-01,Meta Ads,Interest_Targeting,49165,2005,3947.66,187,9571.29
2026-02-01,Meta Ads,Retargeting,8876,159,409.56,15,550.27
2026-02-01,Meta Ads,Broad_Audience,15831,302,840.18,10,631.85
2026-02-01,TikTok Ads,Trend_Jacker,13450,639,972.02,62,4771.07
2026-02-01,TikTok Ads,Creator_Partnership,44490,950,2374.74,85,7335.5
2026-02-01,TikTok Ads,Spark_Ads,44065,1485,3970.94,73,1540.08
2026-02-01,TikTok Ads,In_Feed_Ads,17700,329,334.47,7,606.7
2026-02-02,Google Ads,Brand_Search,13050,303,303.95,3,215.61
2026-02-02,Google Ads,Competitor_Search,47378,2352,6551.17,148,13860.26
2026-02-02,Google Ads,Display_Retargeting,33979,1383,982.34,73,3151.42
2026-02-02,Google Ads,YouTube_Awareness,33326,759,930.27,18,1535.98
2026-02-02,Meta Ads,Lookalike_1%,5170,57,49.86,4,229.38
2026-02-02,Meta Ads,Interest_Targeting,12548,456,651.88,10,732.94
2026-02-02,Meta Ads,Retargeting,34822,1419,3348.58,84,5470.43
2026-02-02,Meta Ads,Broad_Audience,12787,372,354.34,17,854.97
2026-02-02,TikTok Ads,Trend_Jacker,16076,721,1092.6,20,1984.44
2026-02-02,TikTok Ads,Creator_Partnership,36824,1472,3651.31,36,3523.27
2026-02-02,TikTok Ads,Spark_Ads,45457,268,613.46,3,147.85
2026-02-02,TikTok Ads,In_Feed_Ads,27912,1120,1993.42,107,4235.65
2026-02-03,Google Ads,Brand_Search,6493,210,351.91,13,457.54
2026-02-03,Google Ads,Competitor_Search,30732,569,1152.89,46,1191.09
2026-02-03,Google Ads,Display_Retargeting,36303,511,554.34,16,893.31
2026-02-03,Google Ads,YouTube_Awareness,14013,544,1482.04,21,919.89
2026-02-03,Meta Ads,Lookalike_1%,29519,460,1350.22,6,432.28
2026-02-03,Meta Ads,Interest_Targeting,46225,1820,3587.04,118,10082.26
2026-02-03,Meta Ads,Retargeting,47778,1206,1469.16,64,5722.02
2026-02-03,Meta Ads,Broad_Audience,35931,243,176.92,20,1830.34
2026-02-03,TikTok Ads,Trend_Jacker,29521,568,702.23,53,1528.11
2026-02-03,TikTok Ads,Creator_Partnership,18014,621,1248.11,48,1315.71
2026-02-03,TikTok Ads,Spark_Ads,7436,247,271.26,18,453.71
2026-02-03,TikTok Ads,In_Feed_Ads,36591,1098,825.52,65,5598.64
2026-02-04,Google Ads,Brand_Search,9402,52,122.5,3,280.5
2026-02-04,Google Ads,Competitor_Search,26281,751,639.13,41,3138.4
2026-02-04,Google Ads,Display_Retargeting,28016,880,1581.66,55,4776.85
2026-02-04,Google Ads,YouTube_Awareness,7489,295,370.72,26,2016.98
2026-02-04,Meta Ads,Lookalike_1%,13741,675,490.32,17,1381.96
2026-02-04,Meta Ads,Interest_Targeting,44001,1484,2007.46,124,5156.12
2026-02-04,Meta Ads,Retargeting,45985,454,443.55,23,1528.88
2026-02-04,Meta Ads,Broad_Audience,20267,424,545.52,38,1195.59
2026-02-04,TikTok Ads,Trend_Jacker,46968,1093,1344.5,15,924.64
2026-02-04,TikTok Ads,Creator_Partnership,25642,627,328.92,43,1825.0
2026-02-04,TikTok Ads,Spark_Ads,49780,615,779.76,10,317.94
2026-02-04,TikTok Ads,In_Feed_Ads,27686,571,1102.11,32,1015.79
2026-02-05,Google Ads,Brand_Search,44228,1413,1061.63,86,2458.03
2026-02-05,Google Ads,Competitor_Search,23779,575,443.47,21,1154.27
2026-02-05,Google Ads,Display_Retargeting,46047,240,358.06,8,211.51
2026-02-05,Google Ads,YouTube_Awareness,17459,113,336.33,4,91.55
2026-02-05,Meta Ads,Lookalike_1%,42847,1357,2198.14,23,1876.74
2026-02-05,Meta Ads,Interest_Targeting,33348,1158,1808.19,11,1047.52
2026-02-05,Meta Ads,Retargeting,41846,218,554.99,15,641.79
2026-02-05,Meta Ads,Broad_Audience,30355,986,662.27,81,3541.82
2026-02-05,TikTok Ads,Trend_Jacker,37804,216,530.89,7,600.48
2026-02-05,TikTok Ads,Creator_Partnership,6307,237,171.99,16,447.38
2026-02-05,TikTok Ads,Spark_Ads,30469,201,602.29,9,660.53
2026-02-05,TikTok Ads,In_Feed_Ads,39241,1474,1909.6,64,5433.48
2026-02-06,Google Ads,Brand_Search,26168,1083,861.12,44,2597.95
2026-02-06,Google Ads,Competitor_Search,27577,1302,2076.41,19,417.3
2026-02-06,Google Ads,Display_Retargeting,49058,2403,2718.45,27,2234.23
2026-02-06,Google Ads,YouTube_Awareness,39096,939,1088.7,67,5277.85
2026-02-06,Meta Ads,Lookalike_1%,18967,190,184.41,13,889.5
2026-02-06,Meta Ads,Interest_Targeting,11810,478,1222.7,15,1153.4
2026-02-06,Meta Ads,Retargeting,45555,1671,3962.18,78,3449.48
2026-02-06,Meta Ads,Broad_Audience,27209,297,212.44,11,267.52
2026-02-06,TikTok Ads,Trend_Jacker,20773,900,1657.96,11,417.7
2026-02-06,TikTok Ads,Creator_Partnership,5703,201,299.82,15,1273.31
2026-02-06,TikTok Ads,Spark_Ads,44007,1465,3375.84,87,4335.39
2026-02-06,TikTok Ads,In_Feed_Ads,38160,1042,2872.65,69,4411.73
2026-02-07,Google Ads,Brand_Search,31273,1072,563.46,64,4664.99
2026-02-07,Google Ads,Competitor_Search,31271,969,2287.69,62,3672.71
2026-02-07,Google Ads,Display_Retargeting,28369,679,498.41,59,4198.58
2026-02-07,Google Ads,YouTube_Awareness,17828,841,1053.82,19,1220.49
2026-02-07,Meta Ads,Lookalike_1%,18222,331,961.49,27,2282.96
2026-02-07,Meta Ads,Interest_Targeting,9681,213,412.54,15,345.95
2026-02-07,Meta Ads,Retargeting,13826,487,1073.54,45,1724.13
2026-02-07,Meta Ads,Broad_Audience,8542,310,224.2,6,396.23
2026-02-07,TikTok Ads,Trend_Jacker,41289,1978,5405.77,51,1352.54
2026-02-07,TikTok Ads,Creator_Partnership,28911,304,795.03,20,1599.5
2026-02-07,TikTok Ads,Spark_Ads,24890,722,1554.37,55,2895.81
2026-02-07,TikTok Ads,In_Feed_Ads,10729,248,292.79,8,177.92
2026-02-08,Google Ads,Brand_Search,20927,773,1160.6,64,5719.92
2026-02-08,Google Ads,Competitor_Search,30896,460,361.01,15,1303.59
2026-02-08,Google Ads,Display_Retargeting,22536,347,707.98,23,1989.78
2026-02-08,Google Ads,YouTube_Awareness,40788,504,1240.2,40,3145.78
2026-02-08,Meta Ads,Lookalike_1%,47277,623,700.62,46,2232.43
2026-02-08,Meta Ads,Interest_Targeting,19613,662,1288.42,33,934.97
2026-02-08,Meta Ads,Retargeting,28903,1114,821.65,81,4179.24
2026-02-08,Meta Ads,Broad_Audience,31153,1110,1841.85,83,3415.45
2026-02-08,TikTok Ads,Trend_Jacker,26096,696,1244.68,53,1605.34
2026-02-08,TikTok Ads,Creator_Partnership,15288,189,158.11,15,327.67
2026-02-08,TikTok Ads,Spark_Ads,33031,374,1088.13,28,1982.75
2026-02-08,TikTok Ads,In_Feed_Ads,19227,243,621.65,19,743.87
2026-02-09,Google Ads,Brand_Search,22756,407,600.84,26,1105.0
2026-02-09,Google Ads,Competitor_Search,41888,1646,3229.01,16,1251.56
2026-02-09,Google Ads,Display_Retargeting,30577,163,343.07,8,257.02
2026-02-09,Google Ads,YouTube_Awareness,10093,169,146.72,12,627.36
2026-02-09,Meta Ads,Lookalike_1%,42599,1785,3444.03,83,5280.35
2026-02-09,Meta Ads,Interest_Targeting,40529,1865,5100.19,96,4604.99
2026-02-09,Meta Ads,Retargeting,25987,324,700.5,15,991.94
2026-02-09,Meta Ads,Broad_Audience,31365,1542,4257.84,44,3028.98
2026-02-09,TikTok Ads,Trend_Jacker,38769,1701,3679.96,155,5229.31
2026-02-09,TikTok Ads,Creator_Partnership,10026,454,580.91,28,1052.59
2026-02-09,TikTok Ads,Spark_Ads,49007,1615,2271.01,158,10654.32
2026-02-09,TikTok Ads,In_Feed_Ads,43800,1179,2675.15,55,4264.73
2026-02-10,Google Ads,Brand_Search,37353,296,370.55,26,2267.04
2026-02-10,Google Ads,Competitor_Search,16906,271,155.04,8,574.51
2026-02-10,Google Ads,Display_Retargeting,23426,214,182.08,12,544.93
2026-02-10,Google Ads,YouTube_Awareness,46603,2176,2744.81,25,696.06
2026-02-10,Meta Ads,Lookalike_1%,45082,422,640.23,8,550.77
2026-02-10,Meta Ads,Interest_Targeting,20374,971,2309.07,65,4790.83
2026-02-10,Meta Ads,Retargeting,23788,1146,792.1,74,5559.66
2026-02-10,Meta Ads,Broad_Audience,31727,681,1929.81,60,5359.31
2026-02-10,TikTok Ads,Trend_Jacker,10545,511,1280.14,46,3115.04
2026-02-10,TikTok Ads,Creator_Partnership,48195,1927,1962.83,179,10919.36
2026-02-10,TikTok Ads,Spark_Ads,7096,136,113.47,9,878.09
2026-02-10,TikTok Ads,In_Feed_Ads,12691,87,256.76,5,240.17
2026-02-11,Google Ads,Brand_Search,7018,164,99.79,6,499.87
2026-02-11,Google Ads,Competitor_Search,43945,979,2172.2,86,3943.71
2026-02-11,Google Ads,Display_Retargeting,31451,1331,3073.06,45,1523.48
2026-02-11,Google Ads,YouTube_Awareness,34562,1176,1509.13,13,529.27
2026-02-11,Meta Ads,Lookalike_1%,28630,1045,1172.88,19,644.35
2026-02-11,Meta Ads,Interest_Targeting,45174,420,433.33,30,2788.46
2026-02-11,Meta Ads,Retargeting,22457,658,662.09,59,5386.34
2026-02-11,Meta Ads,Broad_Audience,6143,168,258.23,15,546.68
2026-02-11,TikTok Ads,Trend_Jacker,46658,542,1017.77,15,325.25
2026-02-11,TikTok Ads,Creator_Partnership,32407,916,2537.39,47,2899.78
2026-02-11,TikTok Ads,Spark_Ads,5609,124,251.73,5,270.83
2026-02-11,TikTok Ads,In_Feed_Ads,7372,78,129.55,4,333.13
2026-02-12,Google Ads,Brand_Search,23574,362,1019.82,24,2133.09
2026-02-12,Google Ads,Competitor_Search,20958,577,654.11,16,581.49
2026-02-12,Google Ads,Display_Retargeting,15181,82,105.21,2,47.64
2026-02-12,Google Ads,YouTube_Awareness,37903,1605,4131.26,145,8571.3
2026-02-12,Meta Ads,Lookalike_1%,39102,389,1104.72,28,681.67
2026-02-12,Meta Ads,Interest_Targeting,24996,1199,2815.86,118,9526.53
2026-02-12,Meta Ads,Retargeting,34172,1645,3271.27,148,12994.53
2026-02-12,Meta Ads,Broad_Audience,8333,181,445.3,8,500.42
2026-02-12,TikTok Ads,Trend_Jacker,40223,1519,4082.16,89,7249.72
2026-02-12,TikTok Ads,Creator_Partnership,44810,1657,2518.47,157,14360.06
2026-02-12,TikTok Ads,Spark_Ads,10972,244,510.51,16,1407.71
2026-02-12,TikTok Ads,In_Feed_Ads,6385,220,352.07,18,466.53
2026-02-13,Google Ads,Brand_Search,37099,1806,1203.7,53,3492.26
2026-02-13,Google Ads,Competitor_Search,43492,1557,1798.7,144,12858.24
2026-02-13,Google Ads,Display_Retargeting,8224,274,142.42,9,762.82
2026-02-13,Google Ads,YouTube_Awareness,44633,1871,4602.02,125,5714.59
2026-02-13,Meta Ads,Lookalike_1%,9785,146,125.91,9,833.02
2026-02-13,Meta Ads,Interest_Targeting,7065,110,319.54,3,203.66
2026-02-13,Meta Ads,Retargeting,43348,1146,3081.08,42,3418.48
2026-02-13,Meta Ads,Broad_Audience,28263,793,680.62,59,5566.87
2026-02-13,TikTok Ads,Trend_Jacker,24238,751,1523.68,42,1696.13
2026-02-13,TikTok Ads,Creator_Partnership,47157,1316,1457.81,15,1345.19
2026-02-13,TikTok Ads,Spark_Ads,16091,462,1180.56,7,374.52
2026-02-13,TikTok Ads,In_Feed_Ads,20312,179,489.3,7,472.93
2026-02-14,Google Ads,Brand_Search,44071,1024,1465.06,73,6937.21
2026-02-14,Google Ads,Competitor_Search,15265,587,1609.93,42,4133.41
2026-02-14,Google Ads,Display_Retargeting,13821,154,455.41,8,761.6
2026-02-14,Google Ads,YouTube_Awareness,5546,268,221.93,8,596.12
2026-02-14,Meta Ads,Lookalike_1%,16936,463,706.97,19,686.0
2026-02-14,Meta Ads,Interest_Targeting,45142,1801,1138.96,163,8307.96
2026-02-14,Meta Ads,Retargeting,13183,341,666.25,21,1257.78
2026-02-14,Meta Ads,Broad_Audience,5656,171,406.96,4,288.53
2026-02-14,TikTok Ads,Trend_Jacker,29986,1456,862.34,122,8273.33
2026-02-14,TikTok Ads,Creator_Partnership,33848,1396,1040.77,33,2894.5
2026-02-14,TikTok Ads,Spark_Ads,15326,588,1350.18,6,129.58
2026-02-14,TikTok Ads,In_Feed_Ads,42634,1652,1520.38,131,9910.77
2026-02-15,Google Ads,Brand_Search,35194,1097,1426.75,44,3560.64
2026-02-15,Google Ads,Competitor_Search,7726,268,259.48,4,207.65
2026-02-15,Google Ads,Display_Retargeting,5339,170,317.85,8,502.67
2026-02-15,Google Ads,YouTube_Awareness,7358,95,82.02,8,503.07
2026-02-15,Meta Ads,Lookalike_1%,37983,969,1796.57,96,8738.17
2026-02-15,Meta Ads,Interest_Targeting,40663,1126,2344.75,45,3162.64
2026-02-15,Meta Ads,Retargeting,48215,1379,1071.54,109,5410.68
2026-02-15,Meta Ads,Broad_Audience,45857,665,458.55,63,1495.27
2026-02-15,TikTok Ads,Trend_Jacker,28711,401,376.79,33,3106.02
2026-02-15,TikTok Ads,Creator_Partnership,35172,218,515.12,2,86.01
2026-02-15,TikTok Ads,Spark_Ads,9441,386,732.64,37,3431.65
2026-02-15,TikTok Ads,In_Feed_Ads,37526,1028,938.57,24,760.62
2026-02-16,Google Ads,Brand_Search,34917,1454,2406.75,100,6662.67
2026-02-16,Google Ads,Competitor_Search,31264,1097,2701.54,68,2756.46
2026-02-16,Google Ads,Display_Retargeting,41202,1037,2381.13,70,6562.71
2026-02-16,Google Ads,YouTube_Awareness,7705,73,142.99,5,335.24
2026-02-16,Meta Ads,Lookalike_1%,6393,129,307.41,2,93.5
2026-02-16,Meta Ads,Interest_Targeting,40668,993,2355.33,97,3870.28
2026-02-16,Meta Ads,Retargeting,37530,1059,1022.03,24,2139.97
2026-02-16,Meta Ads,Broad_Audience,24662,522,559.61,46,1554.78
2026-02-16,TikTok Ads,Trend_Jacker,22615,655,909.6,55,2832.13
2026-02-16,TikTok Ads,Creator_Partnership,17909,454,571.15,9,396.5
2026-02-16,TikTok Ads,Spark_Ads,45603,707,1451.6,59,4994.91
2026-02-16,TikTok Ads,In_Feed_Ads,11424,219,279.58,18,1392.99
2026-02-17,Google Ads,Brand_Search,23091,754,398.7,23,949.36
2026-02-17,Google Ads,Competitor_Search,16935,430,684.6,42,3018.9
2026-02-17,Google Ads,Display_Retargeting,9359,191,368.25,4,367.13
2026-02-17,Google Ads,YouTube_Awareness,42184,2086,6107.07,87,4795.83
2026-02-17,Meta Ads,Lookalike_1%,22172,1101,1432.36,86,3664.23
2026-02-17,Meta Ads,Interest_Targeting,34701,1251,1793.48,77,3129.44
2026-02-17,Meta Ads,Retargeting,40325,1328,3217.56,101,7894.1
2026-02-17,Meta Ads,Broad_Audience,36531,997,2661.51,48,1173.12
2026-02-17,TikTok Ads,Trend_Jacker,22564,358,571.25,8,273.96
2026-02-17,TikTok Ads,Creator_Partnership,18847,363,836.52,16,642.5
2026-02-17,TikTok Ads,Spark_Ads,28343,290,687.26,12,1112.36
2026-02-17,TikTok Ads,In_Feed_Ads,29975,513,860.71,28,1113.79
2026-02-18,Google Ads,Brand_Search,46643,382,1082.79,8,568.77
2026-02-18,Google Ads,Competitor_Search,28141,1149,890.29,75,6400.76
2026-02-18,Google Ads,Display_Retargeting,33305,818,2146.95,28,2403.52
2026-02-18,Google Ads,YouTube_Awareness,15575,568,1269.93,41,2712.13
2026-02-18,Meta Ads,Lookalike_1%,12974,519,441.22,36,2721.29
2026-02-18,Meta Ads,Interest_Targeting,28459,365,661.95,10,962.43
2026-02-18,Meta Ads,Retargeting,21689,404,782.6,21,970.89
2026-02-18,Meta Ads,Broad_Audience,47429,575,1178.8,14,694.28
2026-02-18,TikTok Ads,Trend_Jacker,22974,414,795.3,30,2857.6
2026-02-18,TikTok Ads,Creator_Partnership,14184,305,811.56,8,233.07
2026-02-18,TikTok Ads,Spark_Ads,21451,118,127.83,2,76.04
2026-02-18,TikTok Ads,In_Feed_Ads,44547,1236,1609.32,41,3682.43
2026-02-19,Google Ads,Brand_Search,47560,440,973.51,33,2749.86
2026-02-19,Google Ads,Competitor_Search,18984,703,885.43,22,1955.51
2026-02-19,Google Ads,Display_Retargeting,41007,1669,4861.48,163,4370.75
2026-02-19,Google Ads,YouTube_Awareness,33151,656,459.47,57,4224.83
2026-02-19,Meta Ads,Lookalike_1%,40978,242,346.26,6,389.42
2026-02-19,Meta Ads,Interest_Targeting,45598,852,2243.81,12,515.86
2026-02-19,Meta Ads,Retargeting,47286,650,668.49,51,4150.38
2026-02-19,Meta Ads,Broad_Audience,35534,517,1366.13,27,1142.38
2026-02-19,TikTok Ads,Trend_Jacker,24872,676,552.75,45,2036.33
